date,Date_obj,Month,Day,Year,emp_status,job_title,overall_rating,career_growth_rating,wlb_rating,compensation_rating,company_culture_rating,management_rating,title
"Oct 15, 2020",2020-10-15,10,15,2020,Current Employee ,Software Engineer,3,2,5,3,2,3,"Great place, amazing benefits, not super techie though"
"Oct 15, 2020",2020-10-15,10,15,2020,Current Employee ,Interaction Designer,3,3,4,3,2,2,Boringgg
"Oct 15, 2020",2020-10-15,10,15,2020,Current Employee ,Senior Software Engineer,4,3,3,4,3,2,Good work life balance depending on the team
"Oct 14, 2020",2020-10-14,10,14,2020,Current Employee ,Software Engineer II,5,5,5,5,5,4,"Great work life balance, friendly colleagues"
"Oct 13, 2020",2020-10-13,10,13,2020,Current Employee ,Software Engineer,4,3,5,4,3,1,Great work life balance. Too much politics.
"Oct 12, 2020",2020-10-12,10,12,2020,Current Employee ,Senior Software Engineer,4,4,4,4,4,3,Good work life balance
"Oct 12, 2020",2020-10-12,10,12,2020,Current Employee ,Software Engineer,3,3,5,5,4,4,great wlb
"Oct 12, 2020",2020-10-12,10,12,2020,Current Employee ,Software Engineer,4,4,4,3,4,4,Positive experience overall
"Oct 11, 2020",2020-10-11,10,11,2020,Current Employee ,Software Applications Engineer III,3,2,2,4,3,2,"Decent pay, but annual layoff"
"Oct 10, 2020",2020-10-10,10,10,2020,Current Employee ,Designer,3,3,4,2,4,3,"Good retirement company, not for new grads"
"Oct 10, 2020",2020-10-10,10,10,2020,Current Employee ,Software Engineer II,4,3,4,3,4,3,"Good work life balance, management hiccups"
"Oct 9, 2020",2020-10-09,10,9,2020,Current Employee ,Principal Engineer,3,3,3,4,3,2,It’s up to you to make something of it
"Oct 8, 2020",2020-10-08,10,8,2020,Current Employee ,Senior Product Manager,1,1,5,1,1,1,Used to be a great place to work but has been on a steep decline in recent years
"Oct 8, 2020",2020-10-08,10,8,2020,Current Employee ,Principal Engineer,5,5,5,5,5,5,Great place to work
"Oct 6, 2020",2020-10-06,10,6,2020,Current Employee ,Designer,3,2,5,4,3,2,People are genuinely nice. Overall mediocre exp.
"Oct 6, 2020",2020-10-06,10,6,2020,Current Employee ,Software Engineer,4,3,4,3,5,4,"Good company to start career, good people"
"Oct 5, 2020",2020-10-05,10,5,2020,Current Employee ,Senior Business Data Analyst,3,2,4,4,4,2,"Good wlb, too much politics"
"Oct 2, 2020",2020-10-02,10,2,2020,Current Employee ,Software Engineer II,4,3,2,5,3,3,Great benefits but at a huge cost
"Oct 1, 2020",2020-10-01,10,1,2020,Current Employee ,Software Engineer,3,4,3,3,3,3,Not as good as the reviews convinced me Intuit was before I joined
"Oct 1, 2020",2020-10-01,10,1,2020,Current Employee ,Financial Analyst,4,4,5,4,5,5,Great if you land the right team
"Oct 1, 2020",2020-10-01,10,1,2020,Current Employee ,Product Manager,1,2,4,4,1,1,Culture has deteriorated
"Oct 1, 2020",2020-10-01,10,1,2020,Current Employee ,Senior Software Engineer,5,5,5,4,3,4,Pretty good
"Oct 1, 2020",2020-10-01,10,1,2020,Current Employee ,Product Manager,5,5,4,5,4,4,Impactful work with lots of ownership (PMs)
"Sep 30, 2020",2020-09-30,9,30,2020,Current Employee ,"Manager, Software Development",4,3,2,4,3,2,Decent Compensarion
"Sep 29, 2020",2020-09-29,9,29,2020,Current Employee ,Senior Business Analyst,4,3,5,3,5,5,Great work life balance
"Sep 28, 2020",2020-09-28,9,28,2020,Current Employee ,Systems Engineer,5,5,4,5,4,3,Pretty good
"Sep 26, 2020",2020-09-26,9,26,2020,Current Employee ,Senior Software Engineer,3,3,2,4,2,2,Intuit India culture sucks
"Sep 26, 2020",2020-09-26,9,26,2020,Current Employee ,Product Manager/Strategy,4,3,2,4,4,4,"Always in hustle, it’s interesting if you pick the right project to work"
"Sep 25, 2020",2020-09-25,9,25,2020,Current Employee ,Product Analyst Manager,4,4,4,4,4,4,Great work life balance
"Sep 25, 2020",2020-09-25,9,25,2020,Current Employee ,Software Engineer,5,4,4,4,4,4,Software engineer
"Sep 24, 2020",2020-09-24,9,24,2020,Current Employee ,Product Manager,5,3,5,3,4,3,"Good wlb, everything else depends on your team"
"Sep 24, 2020",2020-09-24,9,24,2020,Current Employee ,"Senior Manager, Data Science",1,1,2,3,2,1,Visionless AI wanna-be with toxic culture and horrible upper management
"Sep 24, 2020",2020-09-24,9,24,2020,Current Employee ,Product Designer,4,3,5,3,5,3,Great for resting
"Sep 23, 2020",2020-09-23,9,23,2020,Current Employee ,Software Engineer I,3,3,5,2,4,4,Not sure if good place to grow
"Sep 22, 2020",2020-09-22,9,22,2020,Current Employee ,Senior Software Engineer,3,3,3,3,5,3,Not good for technical growth.. lots of politics
"Sep 22, 2020",2020-09-22,9,22,2020,Current Employee ,Senior Product Manager,3,3,5,4,2,1,Easy job with unbearable politics
"Sep 22, 2020",2020-09-22,9,22,2020,Current Employee ,Staff Software Engineer,4,5,5,4,5,4,Great place to work
"Sep 21, 2020",2020-09-21,9,21,2020,Current Employee ,Technical Program Manager,3,3,2,4,3,2,Not as toxic as it could be
"Sep 17, 2020",2020-09-17,9,17,2020,Current Employee ,Group Manager Business Intelligence,1,1,5,4,1,1,Political and Toxic
"Sep 17, 2020",2020-09-17,9,17,2020,Current Employee ,Software Engineer,4,4,5,4,4,3,Good WLB
"Sep 15, 2020",2020-09-15,9,15,2020,Current Employee ,UX Designer,4,4,5,4,5,4,Great work life balance. Can get political.
"Sep 15, 2020",2020-09-15,9,15,2020,Current Employee ,"Engineer I, Software Development & Engineering",5,5,5,5,5,5,"Awesome company and culture, great benefits and learning opportunities"
"Sep 15, 2020",2020-09-15,9,15,2020,Current Employee ,Staff Software Engineer,4,3,4,4,4,3,Good company with good benefits
"Sep 15, 2020",2020-09-15,9,15,2020,Current Employee ,Staff Software Developer,5,5,5,3,4,5,Good place to experiment and find your area of liking
"Sep 15, 2020",2020-09-15,9,15,2020,Current Employee ,Senior Software Engineer,3,3,4,3,3,3,ok
"Sep 14, 2020",2020-09-14,9,14,2020,Current Employee ,Senior Manager of Marketing,2,1,2,2,1,1,"Highly political, dysfunctional company"
"Sep 12, 2020",2020-09-12,9,12,2020,Current Employee ,Engineering Director,4,4,4,4,5,4,Solid company and growth
"Sep 12, 2020",2020-09-12,9,12,2020,Current Employee ,Software Applications Engineer III,2,2,4,2,2,1,Terrible place to be. Choose if you don't have any other options
"Sep 11, 2020",2020-09-11,9,11,2020,Current Employee ,Senior Software Engineer,1,3,1,2,2,1,Toxic Culture
"Sep 11, 2020",2020-09-11,9,11,2020,Current Employee ,Data Scientist,4,3,5,3,3,3,Intuit is a financial services/tax company first and tech company second. Not a bad thing but buyer warned.
"Sep 10, 2020",2020-09-10,9,10,2020,Current Employee ,Staff Software Engineer,2,1,4,5,2,2,"Great WLB, awesome benefits"
"Sep 10, 2020",2020-09-10,9,10,2020,Current Employee ,Staff Software Engineer,4,5,5,3,2,1,Great work life balance
"Sep 9, 2020",2020-09-09,9,9,2020,Current Employee ,Customer Success,4,4,5,4,5,4,"Great w/l balance, teams vary in professionalism"
"Sep 8, 2020",2020-09-08,9,8,2020,Current Employee ,Software Engineer,5,3,5,4,5,3,Great work life balance
"Sep 8, 2020",2020-09-08,9,8,2020,Current Employee ,Staff Software Engineer,3,3,3,3,3,1,Avearge
"Sep 7, 2020",2020-09-07,9,7,2020,Current Employee ,Sales & Marketing Associate,3,2,4,4,3,3,"High stress, great benefits"
"Sep 6, 2020",2020-09-06,9,6,2020,Current Employee ,Program Manager,3,3,3,4,2,1,Not the Intuit it used to be
"Sep 6, 2020",2020-09-06,9,6,2020,Current Employee ,Staff Engineer,4,4,4,3,2,1,Great work life balance
"Sep 4, 2020",2020-09-04,9,4,2020,Current Employee ,Cook,5,4,4,5,4,4,Top tier company
"Sep 4, 2020",2020-09-04,9,4,2020,Current Employee ,Staff Software Engineer,4,2,3,3,2,1,Needs to stop mimicking FANG
"Sep 3, 2020",2020-09-03,9,3,2020,Current Employee ,Software Engineer II,3,3,3,3,3,3,Average
"Sep 3, 2020",2020-09-03,9,3,2020,Current Employee ,Software Applications Engineer III,4,3,2,4,1,1,"Decent place to work. Poor wlb, terrible management"
"Sep 2, 2020",2020-09-02,9,2,2020,Current Employee ,Software Engineer II,2,4,1,1,1,1,Bad worklife balance/ lots of office politics
"Sep 2, 2020",2020-09-02,9,2,2020,Current Employee ,Product Manager,5,5,5,4,5,4,Great Company for the Long Term
"Sep 1, 2020",2020-09-01,9,1,2020,Current Employee ,Staff Software Engineer,3,3,5,3,3,2,"Great work life balance, average talent and compensation, bad infrastructure"
"Sep 1, 2020",2020-09-01,9,1,2020,Current Employee ,Engagement Leader,1,1,1,1,1,1,Trash
"Sep 1, 2020",2020-09-01,9,1,2020,Current Employee ,Product Manager,4,4,4,3,5,3,Great company but broken tech
"Aug 31, 2020",2020-08-31,8,31,2020,Current Employee ,Designer,3,3,3,3,3,3,Slow and not diverse
"Aug 31, 2020",2020-08-31,8,31,2020,Current Employee ,Machine Learning Engineer,5,4,5,4,5,5,Employee-friendly
"Aug 31, 2020",2020-08-31,8,31,2020,Current Employee ,Engineering Group Manager,3,2,2,4,3,3,It’s OK
"Aug 27, 2020",2020-08-27,8,27,2020,Current Employee ,Senior Software Engineer,4,5,5,4,4,3,Great work life balance
"Aug 27, 2020",2020-08-27,8,27,2020,Current Employee ,Marketing & Communication Manager,2,2,3,2,2,1,Lost it’s values when Brad Smith left
"Aug 27, 2020",2020-08-27,8,27,2020,Current Employee ,Software Engineer II,5,5,5,4,5,5,Great place to work with work life balance
"Aug 27, 2020",2020-08-27,8,27,2020,Current Employee ,"Vice President, Product Management",4,3,5,4,3,4,Super Matrixy organization with competing priorities
"Aug 26, 2020",2020-08-26,8,26,2020,Current Employee ,Designer,2,2,2,3,2,2,Interesting environment with competing priorities.
"Aug 26, 2020",2020-08-26,8,26,2020,Current Employee ,Senior Software Developer,3,3,5,4,4,3,Right place if you know how to grab opportunities
"Aug 24, 2020",2020-08-24,8,24,2020,Current Employee ,Software Developer,1,1,3,2,1,1,Political minefield in obsolete company
"Aug 23, 2020",2020-08-23,8,23,2020,Current Employee ,Staff DevOps Engineer,4,3,5,3,3,2,Good place if you know how to talk
"Aug 22, 2020",2020-08-22,8,22,2020,Current Employee ,Staff Software Engineer,5,4,5,4,4,3,Great work life balance
"Aug 22, 2020",2020-08-22,8,22,2020,Current Employee ,Data Scientist,4,3,5,3,3,2,"Great WLB. Mid Tier Pay. It's an accounting company, tech company much later and it shows."
"Aug 21, 2020",2020-08-21,8,21,2020,Current Employee ,Engineer,3,3,5,3,2,2,Soft culture
"Aug 21, 2020",2020-08-21,8,21,2020,Current Employee ,Staff Data Scientist,1,1,1,3,1,1,Reviews are likely team/org dependent. Overall I think Intuit has taken a turn for the worse with Sasan at the helm
"Aug 21, 2020",2020-08-21,8,21,2020,Current Employee ,Security Professional,2,2,1,4,3,1,Not the place it used to be.
"Aug 21, 2020",2020-08-21,8,21,2020,Current Employee ,Business Manager,3,1,5,4,2,3,So so
"Aug 21, 2020",2020-08-21,8,21,2020,Current Employee ,Senior Software Engineer,5,3,4,4,4,3,Great pay
"Aug 20, 2020",2020-08-20,8,20,2020,Current Employee ,Staff Software Engineer,5,3,5,2,5,5,Great work life balance with really fantastic people. You can make friends
"Aug 20, 2020",2020-08-20,8,20,2020,Current Employee ,Senior Software Engineer,5,3,5,5,5,4,Awesome company
"Aug 20, 2020",2020-08-20,8,20,2020,Current Employee ,Engineering Manager,3,2,1,3,3,1,"Decent in some areas, soul crushing in others"
"Aug 20, 2020",2020-08-20,8,20,2020,Current Employee ,Senior Site Reliability Engineer,4,4,5,4,4,4,Good ratio of WLB and pay
"Aug 19, 2020",2020-08-19,8,19,2020,Current Employee ,"Software Engineer, Senior Staff",2,1,4,3,3,1,Used to be good not anymore
"Aug 19, 2020",2020-08-19,8,19,2020,Current Employee ,Senior Bank Teller,4,3,5,4,3,3,Work Life Balance and benefits are best part of the company
"Aug 18, 2020",2020-08-18,8,18,2020,Current Employee ,Staff Data Scientist,5,4,5,4,5,4,Good work life balance.  Good colleagues
"Aug 17, 2020",2020-08-17,8,17,2020,Current Employee ,Business Analyst,4,4,4,5,4,3,Great pay and experience
"Aug 16, 2020",2020-08-16,8,16,2020,Current Employee ,Software Applications Developer,5,5,5,5,5,4,Great compsny to settle down and rerire
"Aug 15, 2020",2020-08-15,8,15,2020,Current Employee ,"Marketing Manager, Product Marketing",4,4,5,3,3,3,"Politics, favoritism, opinions instead of data but good WLB"
"Aug 14, 2020",2020-08-14,8,14,2020,Current Employee ,Business Operations,5,4,5,5,5,5,"Great work life balance, culture"
"Aug 14, 2020",2020-08-14,8,14,2020,Current Employee ,Software Applications Engineer II,3,3,3,4,4,4,decent work
"Aug 13, 2020",2020-08-13,8,13,2020,Current Employee ,Software Engineer,5,5,5,5,5,4,Great WLB and impact that varies with teams
"Aug 13, 2020",2020-08-13,8,13,2020,Current Employee ,Product Manager II,4,3,4,3,4,4,mostly good
"Aug 13, 2020",2020-08-13,8,13,2020,Current Employee ,Programmer,4,4,5,4,4,3,Culture changing for the worse after Brad left
"Aug 11, 2020",2020-08-11,8,11,2020,Current Employee ,Senior Software Engineer,4,4,3,3,3,2,"Its good, definitely not good enough"
"Aug 11, 2020",2020-08-11,8,11,2020,Current Employee ,Software Developer,5,4,5,4,5,4,Best for work life balance
"Aug 11, 2020",2020-08-11,8,11,2020,Current Employee ,Software Engineer II,4,4,5,3,4,4,Great WLB. awesome culture (team dependent). Low pay
"Aug 11, 2020",2020-08-11,8,11,2020,Current Employee ,Staff Software Engineer,4,4,5,4,4,3,"Great work life balance, good compensation, mediocre management"
"Aug 11, 2020",2020-08-11,8,11,2020,Current Employee ,Software Engineer,5,4,5,4,5,5,Great WLB
"Aug 10, 2020",2020-08-10,8,10,2020,Current Employee ,Software Engineer II,4,4,4,4,2,4,"Good Benefits, Bad compensation"
"Aug 10, 2020",2020-08-10,8,10,2020,Former Employee ,Senior Applications Engineer II,1,1,1,1,1,1,"Don't make this mistake of your life, Alteast speak to people who left recently before even joining here"
"Aug 10, 2020",2020-08-10,8,10,2020,Current Employee ,Product Manager III,4,4,5,4,4,3,"politics, but interesting customer problems to solve"
"Aug 10, 2020",2020-08-10,8,10,2020,Current Employee ,Software Engineer II,4,4,5,3,5,4,"great wlb, career opportunities"
"Aug 10, 2020",2020-08-10,8,10,2020,Current Employee ,Principal Software Engineer,5,4,5,5,5,3,Good company to work for.
"Aug 10, 2020",2020-08-10,8,10,2020,Current Employee ,Product Manager,4,2,3,4,2,2,great work life balance
"Aug 10, 2020",2020-08-10,8,10,2020,Current Employee ,Staff Engineering Manager,5,5,5,5,5,5,great place to work
"Aug 10, 2020",2020-08-10,8,10,2020,Current Employee ,Senior Software Engineer,4,5,5,4,5,3,"Great culture, good WLB, can do w/o the politics"
"Aug 10, 2020",2020-08-10,8,10,2020,Current Employee ,Staff Software Engineer,4,4,5,5,3,3,Great WLB
"Aug 10, 2020",2020-08-10,8,10,2020,Current Employee ,Staff Software Engineer,3,2,4,2,3,3,geartwlb
"Aug 10, 2020",2020-08-10,8,10,2020,Current Employee ,Software Engineer,3,3,2,2,1,1,Management is not great
"Aug 10, 2020",2020-08-10,8,10,2020,Current Employee ,Staff Software Engineer,5,5,4,5,5,4,great company to work for
"Aug 10, 2020",2020-08-10,8,10,2020,Current Employee ,Data Analysis Manager,5,3,5,5,5,4,Employee Firat Culture
"Aug 10, 2020",2020-08-10,8,10,2020,Current Employee ,Software Development Engineer II,3,3,5,3,3,2,"great wlb, bad management"
"Aug 9, 2020",2020-08-09,8,9,2020,Current Employee ,Applications Developer,5,5,5,5,5,5,great
"Aug 8, 2020",2020-08-08,8,8,2020,Current Employee ,Staff Software Engineer,3,3,4,3,2,4,ther was worklofe balance
"Aug 8, 2020",2020-08-08,8,8,2020,Current Employee ,Principal Software Engineer,2,3,1,3,1,1,toxic work environment
"Aug 8, 2020",2020-08-08,8,8,2020,Current Employee ,Senior Software Engineer,1,2,5,3,1,1,"Awful management, decent pay, great WLB"
"Aug 8, 2020",2020-08-08,8,8,2020,Current Employee ,Software Engineer,4,2,1,5,3,2,Okay overall
"Aug 7, 2020",2020-08-07,8,7,2020,Current Employee ,Senior Software Engineer,4,3,4,4,4,3,Good incentives and freebies
"Aug 7, 2020",2020-08-07,8,7,2020,Current Employee ,Applications Developer V,2,1,3,4,1,1,toxic politics in the AI org
"Aug 7, 2020",2020-08-07,8,7,2020,Current Employee ,Senior Software Engineer,4,4,5,3,3,2,Good work life balance
"Aug 7, 2020",2020-08-07,8,7,2020,Current Employee ,Staff Software Engineer,3,3,5,2,3,3,"Great WLB, but that's pretty much it"
"Aug 6, 2020",2020-08-06,8,6,2020,Current Employee ,Senior Software Engineer,1,1,2,4,1,1,"stay away from it, management sucks"
"Aug 6, 2020",2020-08-06,8,6,2020,Current Employee ,Director of Software Development,5,4,5,5,5,4,"Very ethical company, great WLB, but feels larger and more bureaucratic than it should be"
"Aug 3, 2020",2020-08-03,8,3,2020,Current Employee ,Customer Success,4,3,4,5,4,3,Transitional period
"Jul 30, 2020",2020-07-30,7,30,2020,Current Employee ,Software Engineer,4,3,5,3,3,3,OK
"Jul 6, 2020",2020-07-06,7,6,2020,Current Employee ,Engagement Manager,5,3,5,5,5,5,Great people
"Jul 5, 2020",2020-07-05,7,5,2020,Current Employee ,Engagement Manager,5,3,5,5,5,5,An awesome culture
"Jun 24, 2020",2020-06-24,6,24,2020,Current Employee ,Marketing & Communication Manager,5,5,5,5,5,5,Great comany if you work smart and stay connected with the evolving strategy and keep up with new skills
"Jun 24, 2020",2020-06-24,6,24,2020,Current Employee ,Software Engineer,5,5,5,5,5,5,Good company
"Jun 24, 2020",2020-06-24,6,24,2020,Current Employee ,Software Engineer,5,3,4,5,5,2,Stable
"Jun 24, 2020",2020-06-24,6,24,2020,Current Employee ,Software Engineer,5,4,5,5,4,4,Great
"Jun 24, 2020",2020-06-24,6,24,2020,Current Employee ,Software Engineer,5,5,5,5,5,5,Good place to work
"Jun 24, 2020",2020-06-24,6,24,2020,Current Employee ,Product Designer,4,4,5,4,3,3,okay for now
"Jun 24, 2020",2020-06-24,6,24,2020,Current Employee ,"Manager, Human Resources Data & Analytics",5,4,5,5,4,4,Great company
"Jun 23, 2020",2020-06-23,6,23,2020,Current Employee ,Senior Marketing Manager,5,5,5,5,5,5,"Always innovating, great culture"
"Jun 19, 2020",2020-06-19,6,19,2020,Current Employee ,Data Analyst,4,3,4,5,3,3,Inspiring mission and care for employees
"Jun 16, 2020",2020-06-16,6,16,2020,Current Employee ,Engineering Manager,3,3,3,3,3,3,Decent company
"Jun 16, 2020",2020-06-16,6,16,2020,Current Employee ,Software Engineer,4,4,4,4,4,4,Solid company
"Jun 16, 2020",2020-06-16,6,16,2020,Current Employee ,Customer Support Representative,3,4,5,4,5,1,Depends on manager
"Jun 1, 2020",2020-06-01,6,1,2020,Current Employee ,Recruiter,4,4,5,5,5,5,Great people
"May 31, 2020",2020-05-31,5,31,2020,Current Employee ,Software Engineer,5,4,4,4,5,5,Great experience
"May 31, 2020",2020-05-31,5,31,2020,Current Employee ,Senior Software Engineer,3,2,3,4,2,2,Not the place to be for growth
"May 28, 2020",2020-05-28,5,28,2020,Current Employee ,Software Engineer,5,4,3,5,5,5,I'm very into it
"May 28, 2020",2020-05-28,5,28,2020,Current Employee ,Senior Software Engineer,4,4,4,4,4,4,Overall a good place
"May 28, 2020",2020-05-28,5,28,2020,Current Employee ,Software Engineer,5,5,5,5,5,4,Extremely talented engineers
"May 28, 2020",2020-05-28,5,28,2020,Current Employee ,Software Engineer,5,4,5,4,5,4,Great company
"May 28, 2020",2020-05-28,5,28,2020,Current Employee ,Software Engineer II,4,3,5,4,3,3,"Good work life balance , employee friendly , but technically not so sound"
